system_id,system_public_name,latitude,longitude,dc_capacity_kW,years,number_records,dataset_size_mb,available_sensor_channels,kg_climate,A_PVCZ_T,A_PVCZ_H,A_MOUNT,A_TRACK,A_TILT,A_AZ,A_CAP,A_VINT,P0_cell,P0_primary_TH
11079,Pvoutput.org PV Power,46.92275,-114.07639,8.4,6.4191,588810.0,13.48,2,Dfb,T3,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H2
11080,Pvoutput.org Delta7,42.409445,-88.17822,13.2,6.3534,666190.0,15.25,2,Dfa,T3,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T3:H3
11081,Pvoutput.org Sikes Plantation,34.789884,-82.56459,12.6,6.3945,659952.0,15.11,2,Cfa,T5,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T5|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T5:H3
11082,Pvoutput.org Oakhurst1,37.405699,-119.56754,14.08,6.3972,636978.0,14.58,2,Csa,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11086,Pvoutput.org Pickard,44.388556,-73.22318,16.2,6.1342,621278.0,14.22,2,Dfb,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
11087,Pvoutput.org Rochester - Chili,43.119815,-77.805369,4.905,6.378,690122.0,15.8,2,Dfb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11088,Pvoutput.org Cessna,27.847802,-82.31799,16.425,6.3095,661920.0,15.15,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11089,Pvoutput.org Garner Iowa 50438,43.099648,-93.610073,8.625,6.3342,590280.0,13.51,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11090,Pvoutput.org SC Solar,35.920341,-78.741822,10.08,6.1397,656796.0,15.03,2,Cfa,T4,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T4:H3
11092,Pvoutput.org Sanders Ion Solar System,39.380857,-104.89947,7.2,6.2438,638404.0,14.61,2,Bsk,T3,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H2
11095,Pvoutput.org Hance,40.050109,-85.99815,16.5,5.641,607324.0,13.9,2,Dfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11096,Pvoutput.org Wood Acre,30.341557,-97.854345,7.245,6.3315,675368.0,15.46,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11097,Pvoutput.org Treviso Drive,28.094144,-81.48395,6.0,6.3315,656642.0,15.03,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11098,Pvoutput.org 4.8kw PV System in Northern CA,37.728417,-121.42399,4.8,6.3232,665940.0,15.24,2,Csa,T3,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T3:H3
11099,Pvoutput.org CWC shingle protection system,40.051051,-105.02767,6.82,6.3205,591052.0,13.53,2,Bsk,T2,H1,UNKNOWN,fixed,high,south,residential,2015-2019,T2|H1|UNKNOWN|fixed|high|south|residential|2015-2019,T2:H1
11103,Pvoutput.org Pattches,33.957957,-117.24833,6.6,6.2356,215878.0,4.94,2,Csa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11106,Pvoutput.org TG&E,37.899882,-122.171089,7.0,6.2904,221586.0,5.07,2,Csb,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11107,Pvoutput.org Das,29.735832,-82.39008,6.54,6.2684,638194.0,14.61,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11108,Pvoutput.org Vasowalla,42.664042,-71.163842,10.72,6.263,637806.0,14.6,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11111,Pvoutput.org BK Hobby,39.741385,-74.99035,7.68,6.2493,821294.0,18.8,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
11112,Pvoutput.org Shepherds Way,43.480704,-70.45871,10.89,6.2876,217822.0,4.99,2,Dfb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11113,Pvoutput.org Los Angeles Home,34.114558,-118.19233,6.93,6.2328,321120.0,7.35,2,Csb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11114,Pvoutput.org JAHNMAKANDA1,37.612173,-89.17587,8.99,6.2109,642404.0,14.7,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11117,Pvoutput.org OurHouseTX,29.502759,-95.08906,23.45,5.6164,728076.0,16.66,2,Cfa,T5,H4,UNKNOWN,fixed,high,north,commercial,2015-2019,T5|H4|UNKNOWN|fixed|high|north|commercial|2015-2019,T5:H4
11119,Pvoutput.org Dunder Mifflin,32.77518,-116.935789,4.64,6.1753,830176.0,19.0,2,Csa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11120,Pvoutput.org Alewife Brook Solar,42.399546,-71.12165,8.4,6.1726,615646.0,14.09,2,Dfa,T3,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T3:H3
11121,Pvoutput.org Ypsilanti Performance Space,42.223482,-83.63316,31.5,6.1726,663578.0,15.19,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,commercial,2015-2019,T3|H3|UNKNOWN|fixed|high|south|commercial|2015-2019,T3:H3
11122,Pvoutput.org enphase solar,35.927901,-114.972061,7.92,6.1643,660336.0,15.11,2,Bwh,T6,H2,UNKNOWN,fixed,low,north,residential,2015-2019,T6|H2|UNKNOWN|fixed|low|north|residential|2015-2019,T6:H2
11123,Pvoutput.org Riverside Drive,47.801194,-117.59325,7.28,6.1561,722792.0,16.54,2,Dsb,T4,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H2
11125,Pvoutput.org Michaels System,36.865587,-119.75917,8.32,5.7479,653362.0,14.95,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11126,Pvoutput.org Abhihome,33.91355,-117.46052,9.9,6.1534,658812.0,15.08,2,Csa,T3,H3,UNKNOWN,fixed,low,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|east|residential|2015-2019,T3:H3
11127,Pvoutput.org Berlin Landing,42.380562,-71.62665,7.35,6.3698,976476.0,22.35,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11128,Pvoutput.org Ocoee,28.574628,-81.52946,8.125,6.1287,592620.0,13.56,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11130,Pvoutput.org West Seattle Rooftop,47.57487,-122.39392,9.49,6.1178,646044.0,14.79,2,Csb,T2,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T2|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T2:H3
11131,Pvoutput.org FibHouse,42.423882,-71.51086,11.52,6.1205,955468.0,21.87,2,Dfb,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11132,Pvoutput.org Mountain View Mike,37.40679,-122.07461,9.72,6.1068,695289.0,15.91,2,Csb,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11134,Pvoutput.org SunnySideUpBurnsvilleMN,44.770297,-93.27302,10.665,6.0986,725252.0,16.6,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11135,Pvoutput.org Sweet Tree Passive House,44.915413,-93.48443,9.66,6.1013,789790.0,18.08,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11136,Pvoutput.org Yellow Star,39.020637,-77.52276,10.075,6.0986,635570.0,14.55,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11138,Pvoutput.org Maryland BJMSAM,39.349642,-77.221369,9.69,6.0821,605248.0,13.85,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11141,Pvoutput.org SavingThePlankton,41.360798,-71.97281,10.385,6.0547,567942.0,13.0,2,Cfb,T3,H3,UNKNOWN,fixed,high,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|west|residential|2015-2019,T3:H3
11145,Pvoutput.org BZSolar,34.239503,-118.48224,6.6,5.9178,688490.0,15.76,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11147,Pvoutput.org Roof+Ground w/ Powerwall,44.332217,-73.09254,5.28,6.0273,746082.0,17.08,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11149,Pvoutput.org Kulman,39.548049,-74.62171,18.56,6.0246,616464.0,14.11,2,Cfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11150,Pvoutput.org Black Brook,43.043429,-71.533071,11.2,6.0493,623684.0,14.27,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11153,Pvoutput.org New Windsor NY,41.46359,-74.05975,6.12,5.8821,662740.0,15.17,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11154,Pvoutput.org Kenwood Solar,33.479868,-111.6935,7.2,5.9452,519006.0,11.88,2,Bwh,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11155,Pvoutput.org Area 0,34.000578,-117.96943,9.1,5.9753,203186.0,4.65,2,Csb,T3,H3,UNKNOWN,fixed,mid,east,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|east|residential|2015-2019,T3:H3
11156,Pvoutput.org Chan Home,39.793465,-121.87946,5.4,5.9616,608200.0,13.92,2,Csa,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
11157,Pvoutput.org Down in the Valley,38.076547,-78.89839,10.15,5.9589,284426.0,6.51,2,Cfa,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11158,Pvoutput.org Martinsolardomination,37.86975,-86.99535,29.82,5.9534,600166.0,13.74,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,commercial,2015-2019,T4|H3|UNKNOWN|fixed|low|south|commercial|2015-2019,T4:H3
11159,Pvoutput.org tl517 array,38.484843,-84.61017,7.92,5.9753,565002.0,12.93,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11162,Pvoutput.org Canyon Lake - Solar Edge,34.063645,-117.89743,13.2,5.9479,587232.0,13.44,2,Csb,T3,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T3:H3
11163,Pvoutput.org 95742-5.58kWp-180South-18pitch,38.607756,-121.18367,5.58,5.9424,622604.0,14.25,2,Csa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11165,Pvoutput.org SkyNRG08,39.041978,-77.49064,10.85,5.9342,537946.0,12.31,2,Cfa,T4,H3,UNKNOWN,fixed,high,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|north|residential|2015-2019,T4:H3
11166,Pvoutput.org SkyNRG09,38.778243,-77.18562,9.315,5.9342,622060.0,14.24,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11170,Pvoutput.org Schmitt21239,39.36225,-76.58812,1.935,5.9068,503618.0,11.53,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11171,Pvoutput.org Tesla Home,33.130086,-96.78177,9.425,5.7178,431928.0,9.89,2,Cfa,T5,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H3
11172,Pvoutput.org Uh Home,40.36046,-111.987317,4.8,5.8931,617740.0,14.14,2,Dfa,T4,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H2
11174,Pvoutput.org 4.96 kWh Enphase IQ7 16x310W,40.749224,-96.64566,4.96,5.6712,711532.0,16.29,2,Dfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11175,Pvoutput.org SkyNRG10,38.830345,-77.21387,7.8,5.3287,543414.0,12.44,2,Cfa,T4,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T4:H3
11177,Pvoutput.org ARI900Fronius,38.874979,-77.11455,6.468,5.8821,763472.0,17.47,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11178,Pvoutput.org Arcadia_CA_USA,34.103187,-118.042869,7.26,5.8657,185018.0,4.23,2,Csb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11181,Pvoutput.org Solar Maximus,38.235865,-104.66972,8.05,5.863,593734.0,13.59,2,Bsk,T3,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H2
11182,Pvoutput.org GigaGuy,35.921662,-78.45805,12.16,5.8219,783516.0,17.93,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11183,Pvoutput.org Ohm Home,27.58856,-97.235047,10.675,5.8493,604720.0,13.84,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11186,Pvoutput.org Lake Home,37.986295,-121.628992,13.975,5.8109,629598.0,14.41,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11187,Pvoutput.org Vissing,43.497685,-112.07391,17.75,5.841,628560.0,14.39,2,Bsk,T3,H2,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H2|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H2
11188,Pvoutput.org Ulexian 1,26.246151,-98.229157,9.81,5.241,648244.0,14.84,2,Bsh,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11189,Pvoutput.org Catalina Foothills DIY,32.292078,-110.84384,10.15,5.8301,917432.0,21.0,2,Bsh,T5,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H3
11190,Pvoutput.org Eaton Realty Power System,27.788498,-82.1508,39.0,5.8301,623960.0,14.28,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,commercial,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|commercial|2015-2019,T5:H4
11191,Pvoutput.org LG Solar Roof,40.695865,-73.809298,5.61,5.8246,608760.0,13.93,2,Cfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11193,Pvoutput.org Roses Solar,38.860551,-77.64947,5.85,5.7671,621054.0,14.21,2,Cfa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11194,Pvoutput.org Black-Pearl,40.953126,-74.03379,5.6,5.8136,762816.0,17.46,2,Cfa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11195,Pvoutput.org VN Quail,33.657722,-112.17825,15.925,5.8082,635324.0,14.54,2,Bsh,T6,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T6|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T6:H2
11197,Pvoutput.org Backyard Solar,41.867846,-89.219652,14.28,5.7972,644272.0,14.75,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11199,Pvoutput.org TibbleSolar,40.327741,-75.87002,16.25,5.789,603442.0,13.81,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11200,Pvoutput.org SkyNRG12,38.931479,-77.40085,4.9,5.7863,579976.0,13.27,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11201,Pvoutput.org ViaSerra_home,33.240926,-117.29851,4.95,5.7753,509646.0,11.66,2,Csa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11203,Pvoutput.org Lake Home PG&E Net,37.98629,-121.628993,13.975,5.715,542592.0,12.42,2,Csb,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11207,Pvoutput.org RI,37.816876,-121.28541,4.56,5.7452,612556.0,14.02,2,Csa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11208,Pvoutput.org HomeSweetHome274,42.64857,-71.503392,12.6,5.7424,907202.0,20.76,2,Dfb,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11209,Pvoutput.org appelquist power plant,41.84036,-89.31176,12.76,5.2602,573420.0,13.12,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11210,Pvoutput.org NP2859Solar,28.308979,-81.37594,15.3,5.5616,592562.0,13.56,2,Cfa,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11211,Pvoutput.org MResidence,32.742892,-117.12774,5.04,5.7205,436026.0,9.98,2,Bsk,T4,H3,UNKNOWN,fixed,low,north,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|north|residential|2015-2019,T4:H3
11212,Pvoutput.org Jeff72IL7.6kWSEDG9.8kWPanels,41.707118,-88.19634,9.855,5.726,742692.0,17.0,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11213,Pvoutput.org Renier Ct,40.410213,-74.11718,10.065,5.7232,579522.0,13.26,2,Cfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11216,Pvoutput.org OberlanderGeorgetown Sc,33.45053,-79.59233,3.6,5.7041,590726.0,13.52,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11217,Pvoutput.org OakleyHome,41.945681,-87.7048,6.27,5.7232,592692.0,13.57,2,Dfa,T3,H3,UNKNOWN,fixed,high,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|south|residential|2015-2019,T3:H3
11218,Pvoutput.org NOriole,41.99623,-87.81091,7.29,5.7205,564160.0,12.91,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11220,Pvoutput.org Ulexian 2,26.246103,-98.228889,8.829,5.2383,648220.0,14.84,2,Bsh,T5,H4,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H4
11221,Pvoutput.org Serenity on the river,45.327429,-94.99921,13.65,5.6931,527634.0,12.08,2,Dfb,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11222,Pvoutput.org Midway,33.529314,-112.30607,11.4,5.6876,547614.0,12.53,2,Bsh,T6,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T6|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T6:H2
11225,Pvoutput.org TrinitySolar14490,42.3697,-71.30259,14.49,5.6301,762636.0,17.46,2,Dfa,T3,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T3:H3
11226,Pvoutput.org Martin Manor,36.805717,-76.27126,9.45,5.2027,586936.0,13.43,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11227,Pvoutput.org Steinkebunch,61.600984,-149.168372,5.85,5.6739,849336.0,19.44,2,Dfc,T1,H1,UNKNOWN,fixed,high,south,residential,2015-2019,T1|H1|UNKNOWN|fixed|high|south|residential|2015-2019,T1:H1
11229,Pvoutput.org Prescott AZ - LG Neon2 + SMA,34.558425,-112.527871,9.38,5.6602,590642.0,13.52,2,Bsk,T5,H2,UNKNOWN,fixed,mid,south,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|south|residential|2015-2019,T5:H2
11230,Pvoutput.org SkyNRG13,39.138978,-77.54519,7.75,5.6547,586466.0,13.42,2,Cfa,T4,H3,UNKNOWN,fixed,mid,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|south|residential|2015-2019,T4:H3
11231,Pvoutput.org NickMV,36.657266,-119.59309,9.24,5.6547,592008.0,13.55,2,Bsk,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11234,Pvoutput.org 2018-015-SCHIOPPA,26.150863,-80.27284,11.05,5.6465,602844.0,13.8,2,Am,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11236,Pvoutput.org Beemer’s Battery,32.727008,-117.115101,7.035,5.6575,596404.0,13.65,2,Bsk,T4,H3,UNKNOWN,fixed,low,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|west|residential|2015-2019,T4:H3
11242,Pvoutput.org Davie,26.05479,-80.31581,11.7,5.6136,562340.0,12.87,2,Am,T5,H4,UNKNOWN,fixed,low,south,residential,2015-2019,T5|H4|UNKNOWN|fixed|low|south|residential|2015-2019,T5:H4
11243,Pvoutput.org Bonifant,39.104509,-76.99374,13.5,5.6082,730708.0,16.72,2,Cfa,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
11248,Pvoutput.org 8 panels west and 4 south,37.29222,-121.881711,3.78,5.4712,575640.0,13.18,2,Csb,T5,H2,UNKNOWN,fixed,mid,west,residential,2015-2019,T5|H2|UNKNOWN|fixed|mid|west|residential|2015-2019,T5:H2
11249,Pvoutput.org AC-Charlotte,44.541902,-73.19659,30.24,5.589,527324.0,12.07,2,Dfb,T2,H3,UNKNOWN,fixed,high,south,commercial,2015-2019,T2|H3|UNKNOWN|fixed|high|south|commercial|2015-2019,T2:H3
11250,Pvoutput.org MBVT-Lower House,44.129002,-73.05258,10.0,5.589,556546.0,12.74,2,Dfb,T3,H3,UNKNOWN,fixed,high,north,residential,2015-2019,T3|H3|UNKNOWN|fixed|high|north|residential|2015-2019,T3:H3
11252,Pvoutput.org MBFL-Shores,28.01514,-80.53518,36.9,5.578,755174.0,17.28,2,Cfa,T5,H4,UNKNOWN,fixed,mid,south,commercial,2015-2019,T5|H4|UNKNOWN|fixed|mid|south|commercial|2015-2019,T5:H4
11254,Pvoutput.org Floribunda,37.574936,-122.36332,12.73,5.5315,587734.0,13.45,2,Csb,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11257,Pvoutput.org Matts pv System,40.6789,-74.57039,14.625,5.2794,592062.0,13.55,2,Cfa,T4,H3,UNKNOWN,fixed,mid,west,residential,2015-2019,T4|H3|UNKNOWN|fixed|mid|west|residential|2015-2019,T4:H3
11259,Pvoutput.org Elgin-3.15kWp,42.034776,-88.32393,3.15,5.5369,181270.0,4.15,2,Dfa,T3,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T3|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T3:H3
11264,Pvoutput.org Sanctuary’s Juice,36.358928,-119.24027,9.38,5.4794,572724.0,13.11,2,Bsk,T4,H3,UNKNOWN,fixed,low,south,residential,2015-2019,T4|H3|UNKNOWN|fixed|low|south|residential|2015-2019,T4:H3
